Name,Type1,Type2,BST,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Personality,Hardy,Lonely,Adamant,Naughty,Brave,Bold,Docile,Impish,Lax,Relaxed,Modest,Mild,Bashful,Rash,Quiet,Calm,Gentle,Careful,Quirky,Sassy,Timid,Hasty,Jolly,Naive,Serious,,AtkAverage,DefAverage,SpAAverage,SpDAverage,SpAverage,,AtkRank,DefRank,SpARank,SpDAverage,SpAverage
Drizzile,Water, ,420,65,60,55,95,55,90,8,Mild,3.6,1.2,-8.3,1.2,-7.1,-1.2,3.3,-9.5,0.0,-8.3,8.3,9.5,5.7,9.5,1.2,8.3,9.5,5.7,9.5,1.2,7.1,8.3,-1.2,8.3,5.4,,-1.90,-3.15,6.85,6.85,5.60,,4,5,1,1,3
Inteleon,Water, ,530,70,85,65,125,65,120,8,Mild,4.0,3.8,-7.5,3.8,-6.6,-3.8,3.1,-11.3,0.0,-10.4,7.5,11.3,5.9,11.3,0.9,7.5,11.3,5.9,11.3,0.9,6.6,10.4,-0.9,10.4,5.7,,-0.52,-4.48,7.41,7.41,6.42,,4,5,1,1,3
Skwovet,Normal, ,275,70,55,55,35,35,25,8,Brave,5.0,0.0,7.3,7.3,10.9,0.0,5.0,7.3,7.3,10.9,-7.3,-7.3,3.2,0.0,3.6,-7.3,-7.3,3.2,0.0,3.6,-10.9,-10.9,-3.6,-3.6,2.3,,6.09,6.09,-1.55,-1.55,-5.36,,1,1,3,3,5
Greedent,Normal, ,460,120,95,95,55,75,20,8,Brave,5.2,0.0,8.7,4.3,16.3,0.0,5.2,8.7,4.3,16.3,-8.7,-8.7,3.0,-4.3,7.6,-8.7,-8.7,3.0,-4.3,7.6,-16.3,-16.3,-7.6,-12.0,1.1,,6.90,6.90,-2.23,-2.23,-10.22,,1,1,3,3,5
Rookidee,Flying, ,245,38,47,35,33,35,57,8,Jolly,4.8,4.9,5.7,4.9,-4.1,-4.9,3.6,0.8,0.0,-9.0,-5.7,-0.8,3.4,-0.8,-9.8,-5.7,-0.8,3.4,-0.8,-9.8,4.1,9.0,9.8,9.0,5.8,,3.24,-1.90,-2.76,-2.76,7.53,,2,3,4,4,1
Corvisquire,Flying, ,365,68,67,55,43,55,77,8,Jolly,4.6,3.3,6.6,3.3,-2.7,-3.3,3.8,3.3,0.0,-6.0,-6.6,-3.3,2.9,-3.3,-9.3,-6.6,-3.3,2.9,-3.3,-9.3,2.7,6.0,9.3,6.0,5.3,,3.00,-0.45,-3.90,-3.90,5.88,,2,3,4,4,1
Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,Impish,4.4,-3.6,6.9,0.4,4.0,3.6,5.3,10.5,4.0,7.7,-6.9,-10.5,2.7,-6.5,-2.8,-6.9,-10.5,2.7,-6.5,-2.8,-4.0,-7.7,2.8,-3.6,3.4,,2.41,6.23,-4.80,-4.80,-1.83,,2,1,4,4,3
Blipbug,Bug, ,180,25,20,20,25,45,45,8,Timid,2.8,0.0,-2.8,-13.9,-13.9,0.0,2.8,-2.8,-13.9,-13.9,2.8,2.8,3.5,-11.1,-11.1,2.8,2.8,3.5,-11.1,-11.1,13.9,13.9,11.1,0.0,6.3,,-5.56,-5.56,-2.64,-2.64,9.03,,4,4,2,2,1
Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,Relaxed,2.6,-13.4,-4.5,-16.4,1.5,13.4,6.0,9.0,-3.0,14.9,4.5,-9.0,3.7,-11.9,6.0,4.5,-9.0,3.7,-11.9,6.0,-1.5,-14.9,-6.0,-17.9,2.2,,-6.04,8.06,-1.34,-1.34,-7.61,,4,1,2,2,5
Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,Bold,2.2,-12.9,-6.9,-14.9,-8.9,12.9,5.4,5.9,-2.0,4.0,6.9,-5.9,4.0,-7.9,-2.0,6.9,-5.9,4.0,-7.9,-2.0,8.9,-4.0,2.0,-5.9,4.5,,-8.27,5.25,-0.99,-0.99,1.09,,5,1,3,3,2
Nickit,Dark, ,245,40,28,28,47,52,50,8,Timid,2.9,0.0,-7.8,-9.8,-9.0,0.0,2.9,-7.8,-9.8,-9.0,7.8,7.8,4.8,-2.0,-1.2,7.8,7.8,4.8,-2.0,-1.2,9.0,9.0,1.2,-0.8,5.1,,-4.73,-4.73,3.41,3.41,4.69,,4,4,2,2,1
Thievul,Dark, ,455,70,58,58,87,92,90,8,Timid,3.2,0.0,-6.4,-7.5,-7.0,0.0,3.2,-6.4,-7.5,-7.0,6.4,6.4,4.8,-1.1,-0.7,6.4,6.4,4.8,-1.1,-0.7,7.0,7.0,0.7,-0.4,4.9,,-3.54,-3.54,3.15,3.15,3.85,,4,4,2,2,1
Gossifleur,Grass, ,250,40,40,60,40,60,10,8,Relaxed,4.0,-8.0,0.0,-8.0,12.0,8.0,6.0,8.0,0.0,20.0,0.0,-8.0,4.0,-8.0,12.0,0.0,-8.0,4.0,-8.0,12.0,-12.0,-20.0,-12.0,-20.0,1.0,,0.00,8.40,0.00,0.00,-12.60,,2,1,2,2,5
Eldegoss,Grass, ,460,60,50,90,80,120,60,8,Bold,2.7,-8.7,-6.5,-15.2,-2.2,8.7,4.9,2.2,-6.5,6.5,6.5,-2.2,4.3,-8.7,4.3,6.5,-2.2,4.3,-8.7,4.3,2.2,-6.5,-4.3,-13.0,3.3,,-5.98,3.15,0.87,0.87,-3.70,,5,1,2,2,4
Wooloo,Normal, ,270,42,40,55,40,45,48,8,Bold,3.7,-5.6,0.0,-1.9,-3.0,5.6,5.1,5.6,3.7,2.6,0.0,-5.6,3.7,-1.9,-3.0,0.0,-5.6,3.7,-1.9,-3.0,3.0,-2.6,3.0,1.1,4.4,,-1.33,4.50,-1.33,-1.33,1.78,,3,1,3,3,2
Dubwool,Normal, ,490,72,80,100,60,90,88,8,Impish,4.1,-4.1,4.1,-2.0,-1.6,4.1,5.1,8.2,2.0,2.4,-4.1,-8.2,3.1,-6.1,-5.7,-4.1,-8.2,3.1,-6.1,-5.7,1.6,-2.4,5.7,-0.4,4.5,,0.08,4.37,-4.20,-4.20,1.80,,3,1,4,4,2
Chewtle,Water, ,284,50,64,50,38,38,44,8,Adamant,5.6,4.9,9.2,9.2,7.0,-4.9,4.4,4.2,4.2,2.1,-9.2,-4.2,3.3,0.0,-2.1,-9.2,-4.2,3.3,0.0,-2.1,-7.0,-2.1,2.1,2.1,3.9,,7.18,2.01,-2.43,-2.43,-0.21,,1,2,4,4,3
Drednaw,Water,Rock,485,90,115,90,48,68,74,8,Adamant,5.9,5.2,13.8,9.7,8.5,-5.2,4.6,8.7,4.5,3.3,-13.8,-8.7,2.5,-4.1,-5.4,-13.8,-8.7,2.5,-4.1,-5.4,-8.5,-3.3,5.4,1.2,3.8,,8.61,3.20,-5.90,-5.90,-0.27,,1,2,4,4,3
Yamper,Electric, ,270,59,45,50,40,50,26,8,Relaxed,4.2,-1.9,1.9,-1.9,7.0,1.9,4.6,3.7,0.0,8.9,-1.9,-3.7,3.7,-3.7,5.2,-1.9,-3.7,3.7,-3.7,5.2,-7.0,-8.9,-5.2,-8.9,2.4,,1.87,3.81,-0.07,-0.07,-5.52,,2,1,3,3,5
Boltund,Electric, ,490,69,90,60,90,60,121,8,Hasty,4.6,6.1,0.0,6.1,-6.3,-6.1,3.1,-6.1,0.0,-12.4,0.0,6.1,4.6,6.1,-6.3,0.0,6.1,4.6,6.1,-6.3,6.3,12.4,6.3,12.4,6.2,,2.10,-4.33,2.10,2.10,8.74,,2,5,2,2,1
Rolycoly,Rock, ,240,30,40,50,40,50,30,8,Relaxed,4.2,-4.2,0.0,-4.2,4.2,4.2,5.2,4.2,0.0,8.3,0.0,-4.2,4.2,-4.2,4.2,0.0,-4.2,4.2,-4.2,4.2,-4.2,-8.3,-4.2,-8.3,3.1,,0.00,4.38,0.00,0.00,-4.38,,2,1,2,2,5
Carkol,Rock,Fire,410,80,60,90,60,70,50,8,Relaxed,3.7,-7.3,0.0,-2.4,2.4,7.3,5.5,7.3,4.9,9.8,0.0,-7.3,3.7,-2.4,2.4,0.0,-7.3,3.7,-2.4,2.4,-2.4,-9.8,-2.4,-4.9,3.0,,-0.73,6.95,-0.73,-0.73,-3.29,,2,1,2,2,5
Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,Relaxed,3.9,-7.8,0.0,-2.0,9.8,7.8,5.9,7.8,5.9,17.6,0.0,-7.8,3.9,-2.0,9.8,0.0,-7.8,3.9,-2.0,9.8,-9.8,-17.6,-9.8,-11.8,1.5,,0.78,9.02,0.78,0.78,-9.51,,2,1,2,2,5
Applin,Grass,Dragon,260,40,40,80,40,40,20,8,Relaxed,3.8,-15.4,0.0,0.0,7.7,15.4,7.7,15.4,15.4,23.1,0.0,-15.4,3.8,0.0,7.7,0.0,-15.4,3.8,0.0,7.7,-7.7,-23.1,-7.7,-7.7,1.9,,-0.77,15.38,-0.77,-0.77,-8.85,,2,1,2,2,5
Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,Naughty,5.7,6.2,3.1,10.3,8.2,-6.2,4.1,-3.1,4.1,2.1,-3.1,3.1,4.9,7.2,5.2,-3.1,3.1,4.9,7.2,5.2,-8.2,-2.1,-5.2,2.1,3.6,,6.70,0.21,3.45,3.45,-1.96,,1,4,2,2,5
Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,Quiet,4.4,1.0,-3.1,1.0,11.3,-1.0,4.1,-4.1,0.0,10.3,3.1,4.1,5.2,4.1,14.4,3.1,4.1,5.2,4.1,14.4,-11.3,-10.3,-14.4,-10.3,1.5,,2.94,1.86,6.19,6.19,-8.97,,3,4,1,1,5
Silicobra,Ground, ,315,52,57,75,35,50,46,8,Impish,4.5,-5.7,7.0,2.2,3.5,5.7,6.0,12.7,7.9,9.2,-7.0,-12.7,2.8,-4.8,-3.5,-7.0,-12.7,2.8,-4.8,-3.5,-3.5,-9.2,3.5,-1.3,3.7,,2.30,8.30,-5.03,-5.03,-1.37,,2,1,4,4,3
Sandaconda,Ground, ,510,72,107,125,65,70,71,8,Impish,5.2,-3.5,8.2,7.3,7.1,3.5,6.1,11.8,10.8,10.6,-8.2,-11.8,3.2,-1.0,-1.2,-8.2,-11.8,3.2,-1.0,-1.2,-7.1,-10.6,1.2,0.2,3.5,,4.85,8.56,-3.79,-3.79,-2.56,,2,1,4,4,3
Cramorant,Flying,Water,475,70,85,55,85,95,85,8,Lonely,4.5,6.3,0.0,-2.1,0.0,-6.3,2.9,-6.3,-8.4,-6.3,0.0,6.3,4.5,-2.1,0.0,0.0,6.3,4.5,-2.1,0.0,0.0,6.3,0.0,-2.1,4.5,,1.74,-4.89,1.74,1.74,1.74,,1,5,1,1,4
Arrokuda,Water, ,280,41,63,40,40,30,66,8,Naive,5.6,8.2,8.2,11.8,-1.1,-8.2,3.6,0.0,3.6,-9.3,-8.2,0.0,3.6,3.6,-9.3,-8.2,0.0,3.6,3.6,-9.3,1.1,9.3,9.3,12.9,5.9,,6.55,-2.07,-2.07,-2.07,7.68,,2,3,3,3,1
Barraskewda,Water, ,490,61,123,60,60,50,136,8,Naive,6.3,12.9,12.9,14.9,-2.7,-12.9,3.1,0.0,2.0,-15.5,-12.9,0.0,3.1,2.0,-15.5,-12.9,0.0,3.1,2.0,-15.5,2.7,15.5,15.5,17.6,6.9,,8.85,-4.65,-4.65,-4.65,11.63,,2,3,3,3,1
Toxel,Electric,Poison,242,40,38,35,54,35,40,8,Mild,3.9,1.2,-6.6,1.2,-0.8,-1.2,3.6,-7.9,0.0,-2.1,6.6,7.9,5.6,7.9,5.8,6.6,7.9,5.6,7.9,5.8,0.8,2.1,-5.8,2.1,4.1,,-0.21,-1.51,6.74,6.74,0.66,,4,5,1,1,3
Toxtricity,Electric,Poison,502,75,98,70,114,70,75,8,Mild,4.9,5.6,-3.2,5.6,4.6,-5.6,3.5,-8.8,0.0,-1.0,3.2,8.8,5.7,8.8,7.8,3.2,8.8,5.7,8.8,7.8,-4.6,1.0,-7.8,1.0,3.7,,3.49,-2.37,6.83,6.83,-1.32,,3,5,1,1,4
Toxtricity,Electric,Poison,502,75,98,70,114,70,75,8,Mild,4.9,5.6,-3.2,5.6,4.6,-5.6,3.5,-8.8,0.0,-1.0,3.2,8.8,5.7,8.8,7.8,3.2,8.8,5.7,8.8,7.8,-4.6,1.0,-7.8,1.0,3.7,,3.49,-2.37,6.83,6.83,-1.32,,3,5,1,1,4
Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,Lonely,5.3,6.6,4.9,4.9,6.6,-6.6,3.7,-1.6,-1.6,0.0,-4.9,1.6,4.1,0.0,1.6,-4.9,1.6,4.1,0.0,1.6,-6.6,0.0,-1.6,-1.6,3.7,,5.66,-1.23,0.49,0.49,-1.23,,1,5,2,2,4
Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,Lonely,5.5,9.5,4.8,4.8,9.5,-9.5,3.1,-4.8,-4.8,0.0,-4.8,4.8,4.3,0.0,4.8,-4.8,4.8,4.3,0.0,4.8,-9.5,0.0,-4.8,-4.8,3.1,,6.81,-3.19,1.81,1.81,-3.19,,1,4,2,2,4
Clobbopus,Fighting, ,310,50,68,60,50,50,32,8,Brave,5.5,2.6,5.8,5.8,11.6,-2.6,4.8,3.2,3.2,9.0,-5.8,-3.2,4.0,0.0,5.8,-5.8,-3.2,4.0,0.0,5.8,-11.6,-9.0,-5.8,-5.8,2.6,,6.26,3.55,0.16,0.16,-5.94,,1,2,3,3,5
Grapploct,Fighting, ,480,80,118,90,70,80,42,8,Brave,6.1,5.8,10.0,7.9,15.8,-5.8,4.7,4.2,2.1,10.0,-10.0,-4.2,3.6,-2.1,5.8,-10.0,-4.2,3.6,-2.1,5.8,-15.8,-10.0,-5.8,-7.9,2.2,,9.15,3.02,-1.35,-1.35,-7.48,,1,2,3,3,5
Sinistea,Ghost, ,308,40,45,45,74,54,50,8,Modest,3.7,0.0,-9.4,-2.9,-1.6,0.0,3.7,-9.4,-2.9,-1.6,9.4,9.4,6.0,6.5,7.8,9.4,9.4,6.0,6.5,7.8,1.6,1.6,-7.8,-1.3,4.1,,-2.06,-2.06,7.82,7.82,-0.36,,4,4,1,1,3
Polteageist,Ghost, ,508,60,65,65,134,114,70,8,Modest,3.2,0.0,-13.6,-9.6,-1.0,0.0,3.2,-13.6,-9.6,-1.0,13.6,13.6,6.6,3.9,12.6,13.6,13.6,6.6,3.9,12.6,1.0,1.0,-12.6,-8.7,3.4,,-4.20,-4.20,10.06,10.06,-3.17,,4,4,1,1,3
Hatenna,Psychic, ,265,42,30,45,56,53,39,8,Modest,2.8,-5.7,-9.8,-8.7,-3.4,5.7,4.2,-4.2,-3.0,2.3,9.8,4.2,5.3,1.1,6.4,9.8,4.2,5.3,1.1,6.4,3.4,-2.3,-6.4,-5.3,3.7,,-4.94,1.00,5.36,5.36,-1.38,,5,3,1,1,4
Hattrem,Psychic, ,370,57,40,65,86,73,49,8,Modest,2.7,-6.8,-12.4,-8.9,-2.4,6.8,4.4,-5.7,-2.2,4.3,12.4,5.7,5.8,3.5,10.0,12.4,5.7,5.8,3.5,10.0,2.4,-4.3,-10.0,-6.5,3.3,,-5.57,1.53,7.49,7.49,-3.01,,5,3,1,1,4
Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,Quiet,4.4,-1.0,-9.0,-2.5,12.0,1.0,4.7,-8.0,-1.6,12.9,9.0,8.0,6.7,6.5,21.0,9.0,8.0,6.7,6.5,21.0,-12.0,-12.9,-21.0,-14.5,1.4,,0.76,1.79,10.24,10.24,-11.79,,4,3,1,1,5
Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,Mild,4.2,5.7,-3.8,1.9,-1.9,-5.7,2.8,-9.4,-3.8,-7.5,3.8,9.4,5.2,5.7,1.9,3.8,9.4,5.2,5.7,1.9,1.9,7.5,-1.9,3.8,4.7,,1.23,-4.72,5.19,5.19,3.21,,4,5,1,1,3
Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,Mild,4.1,4.1,-4.1,1.4,-2.7,-4.1,3.0,-8.1,-2.7,-6.8,4.1,8.1,5.1,5.4,1.4,4.1,8.1,5.1,5.4,1.4,2.7,6.8,-1.4,4.1,4.7,,0.54,-3.72,4.80,4.80,3.38,,4,5,1,1,3
Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,Brave,5.9,10.8,4.9,8.8,11.8,-10.8,3.2,-5.9,-2.0,1.0,-4.9,5.9,4.7,3.9,6.9,-4.9,5.9,4.7,3.9,6.9,-11.8,-1.0,-6.9,-2.9,2.9,,8.43,-2.89,3.28,3.28,-3.92,,1,4,2,2,5
Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,Impish,4.3,-2.1,5.8,1.7,-1.0,2.1,4.9,7.9,3.8,1.2,-5.8,-7.9,2.9,-4.0,-6.7,-5.8,-7.9,2.9,-4.0,-6.7,1.0,-1.2,6.7,2.7,4.6,,1.75,3.97,-4.31,-4.31,2.76,,3,1,4,4,2
Perrserker,Steel, ,440,70,110,100,50,60,50,8,Adamant,6.3,2.3,13.6,11.4,13.6,-2.3,5.7,11.4,9.1,11.4,-13.6,-11.4,2.8,-2.3,0.0,-13.6,-11.4,2.8,-2.3,0.0,-13.6,-11.4,0.0,-2.3,2.8,,9.43,7.05,-4.89,-4.89,-4.89,,1,2,3,3,3
Cursola,Ghost, ,510,60,95,50,145,130,30,8,Quiet,4.7,8.8,-9.8,-6.9,12.7,-8.8,2.5,-18.6,-15.7,3.9,9.8,18.6,7.1,2.9,22.5,9.8,18.6,7.1,2.9,22.5,-12.7,-3.9,-22.5,-19.6,1.5,,1.91,-7.35,12.21,12.21,-11.47,,3,4,1,1,5
Sirfetch'd,Fighting, ,507,62,135,95,68,82,65,8,Brave,6.7,7.9,13.2,10.5,13.8,-7.9,4.7,5.3,2.6,5.9,-13.2,-5.3,3.4,-2.8,0.6,-13.2,-5.3,3.4,-2.8,0.6,-13.8,-5.9,-0.6,-3.4,3.2,,10.40,2.12,-3.47,-3.47,-4.09,,1,2,3,3,5
Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,8,Quiet,4.1,1.9,-4.8,-2.9,2.9,-1.9,3.6,-6.7,-4.8,1.0,4.8,6.7,5.3,1.9,7.7,4.8,6.7,5.3,1.9,7.7,-2.9,-1.0,-7.7,-5.8,3.4,,0.24,-1.78,5.29,5.29,-2.79,,3,4,1,1,5
Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,Relaxed,4.9,-10.4,9.3,-2.1,13.5,10.4,7.5,19.7,8.3,23.8,-9.3,-19.7,2.6,-11.4,4.1,-9.3,-19.7,2.6,-11.4,4.1,-13.5,-23.8,-4.1,-15.5,1.6,,3.05,13.92,-6.73,-6.73,-11.08,,2,1,3,3,5
Milcery,Fairy, ,270,45,40,40,50,61,34,8,Quiet,3.7,0.0,-3.7,-7.8,2.2,0.0,3.7,-3.7,-7.8,2.2,3.7,3.7,4.6,-4.1,5.9,3.7,3.7,4.6,-4.1,5.9,-2.2,-2.2,-5.9,-10.0,3.1,,-1.11,-1.11,2.78,2.78,-3.44,,3,3,1,1,5
Alcremie,Fairy, ,495,65,60,75,110,121,64,8,Modest,3.0,-3.0,-10.1,-12.3,-0.8,3.0,3.8,-7.1,-9.3,2.2,10.1,7.1,5.6,-2.2,9.3,10.1,7.1,5.6,-2.2,9.3,0.8,-2.2,-9.3,-11.5,3.2,,-4.65,-1.46,5.96,5.96,-3.80,,5,3,1,1,4
Falinks,Fighting, ,470,65,100,100,70,60,75,8,Naughty,5.3,0.0,6.4,8.5,5.3,0.0,5.3,6.4,8.5,5.3,-6.4,-6.4,3.7,2.1,-1.1,-6.4,-6.4,3.7,2.1,-1.1,-5.3,-5.3,1.1,3.2,4.0,,5.11,5.11,-1.60,-1.60,-0.48,,1,1,4,4,3
Pincurchin,Electric, ,435,48,101,95,91,85,15,8,Brave,5.8,1.4,2.3,3.7,19.8,-1.4,5.5,0.9,2.3,18.4,-2.3,-0.9,5.2,1.4,17.5,-2.3,-0.9,5.2,1.4,17.5,-19.8,-18.4,-17.5,-16.1,0.9,,6.59,5.14,4.17,4.17,-14.17,,1,2,3,3,5
Snom,Ice,Bug,185,30,25,35,45,30,20,8,Quiet,3.4,-5.4,-10.8,-2.7,2.7,5.4,4.7,-5.4,2.7,8.1,10.8,5.4,6.1,8.1,13.5,10.8,5.4,6.1,8.1,13.5,-2.7,-8.1,-13.5,-5.4,2.7,,-2.57,3.11,8.78,8.78,-5.41,,4,3,1,1,5
Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,Mild,3.4,1.1,-12.6,-5.3,0.0,-1.1,3.2,-13.7,-6.3,-1.1,12.6,13.7,6.6,7.4,12.6,12.6,13.7,6.6,7.4,12.6,0.0,1.1,-12.6,-5.3,3.4,,-2.68,-3.79,10.58,10.58,-2.68,,3,5,1,1,3
Stonjourner,Rock, ,470,100,125,135,20,20,70,8,Impish,6.6,-2.1,22.3,22.3,11.7,2.1,7.2,24.5,24.5,13.8,-22.3,-24.5,1.1,0.0,-10.6,-22.3,-24.5,1.1,0.0,-10.6,-11.7,-13.8,10.6,10.6,3.7,,12.18,14.41,-11.28,-11.28,-0.11,,2,1,4,4,3
Eiscue,Ice, ,470,75,80,110,65,90,50,8,Relaxed,4.3,-6.4,3.2,-2.1,6.4,6.4,5.9,9.6,4.3,12.8,-3.2,-9.6,3.5,-5.3,3.2,-3.2,-9.6,3.5,-5.3,3.2,-6.4,-12.8,-3.2,-8.5,2.7,,1.06,7.77,-2.29,-2.29,-5.64,,2,1,3,3,5
Eiscue,Ice, ,470,75,80,70,65,50,130,8,Naive,4.3,2.1,3.2,6.4,-10.6,-2.1,3.7,1.1,4.3,-12.8,-3.2,-1.1,3.5,3.2,-13.8,-3.2,-1.1,3.5,3.2,-13.8,10.6,12.8,13.8,17.0,6.9,,1.06,-1.17,-2.29,-2.29,12.23,,2,3,4,4,1
Indeedee,Psychic,Normal,475,60,65,55,105,95,95,8,Mild,3.4,2.1,-8.4,-6.3,-6.3,-2.1,2.9,-10.5,-8.4,-8.4,8.4,10.5,5.5,2.1,2.1,8.4,10.5,5.5,2.1,2.1,6.3,8.4,-2.1,0.0,5.0,,-3.11,-5.32,5.74,5.74,3.53,,4,5,1,1,3
Indeedee,Psychic,Normal,475,70,55,65,95,105,85,8,Modest,2.9,-2.1,-8.4,-10.5,-6.3,2.1,3.4,-6.3,-8.4,-4.2,8.4,6.3,5.0,-2.1,2.1,8.4,6.3,5.0,-2.1,2.1,6.3,4.2,-2.1,-4.2,4.5,,-4.89,-2.68,3.95,3.95,1.74,,5,4,1,1,3
Morpeko,Electric,Dark,436,58,95,58,70,58,97,8,Hasty,5.4,8.5,5.7,8.5,-0.5,-8.5,3.3,-2.8,0.0,-8.9,-5.7,2.8,4.0,2.8,-6.2,-5.7,2.8,4.0,2.8,-6.2,0.5,8.9,6.2,8.9,5.6,,5.54,-3.37,-0.48,-0.48,6.02,,2,5,3,3,1
Morpeko,Electric,Dark,436,58,95,58,70,58,97,8,Hasty,5.4,8.5,5.7,8.5,-0.5,-8.5,3.3,-2.8,0.0,-8.9,-5.7,2.8,4.0,2.8,-6.2,-5.7,2.8,4.0,2.8,-6.2,0.5,8.9,6.2,8.9,5.6,,5.54,-3.37,-0.48,-0.48,6.02,,2,5,3,3,1
Cufant,Steel, ,330,72,80,49,40,49,40,8,Adamant,6.1,9.4,12.1,9.4,12.1,-9.4,3.7,2.7,0.0,2.7,-12.1,-2.7,3.0,-2.7,0.0,-12.1,-2.7,3.0,-2.7,0.0,-12.1,-2.7,0.0,-2.7,3.0,,9.82,-0.05,-2.91,-2.91,-2.91,,1,2,4,4,3
Copperajah,Steel, ,500,122,130,69,80,69,30,8,Brave,6.5,12.2,10.0,12.2,20.0,-12.2,3.5,-2.2,0.0,7.8,-10.0,2.2,4.0,2.2,10.0,-10.0,2.2,4.0,2.2,10.0,-20.0,-7.8,-10.0,-7.8,1.5,,12.18,-0.63,1.68,1.68,-8.82,,1,4,2,2,5
Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,Naughty,5.0,2.0,4.0,5.9,5.0,-2.0,4.5,2.0,4.0,3.0,-4.0,-2.0,4.0,2.0,1.0,-4.0,-2.0,4.0,2.0,1.0,-5.0,-3.0,-1.0,1.0,3.7,,4.36,2.28,0.20,0.20,-0.84,,1,2,3,3,5
Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,Brave,5.0,2.0,2.0,4.0,8.9,-2.0,4.5,0.0,2.0,6.9,-2.0,0.0,4.5,2.0,6.9,-2.0,0.0,4.5,2.0,6.9,-8.9,-6.9,-6.9,-5.0,2.7,,4.36,2.28,2.28,2.28,-5.00,,1,2,2,2,5
Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,Impish,4.5,-2.0,4.0,2.0,3.0,2.0,5.0,5.9,4.0,5.0,-4.0,-5.9,3.5,-2.0,-1.0,-4.0,-5.9,3.5,-2.0,-1.0,-3.0,-5.0,1.0,-1.0,3.7,,2.28,4.36,-1.88,-1.88,-0.84,,2,1,4,4,3
Arctovish,Water,Ice,505,90,90,100,80,90,55,8,Relaxed,4.5,-2.0,2.0,0.0,6.9,2.0,5.0,4.0,2.0,8.9,-2.0,-4.0,4.0,-2.0,5.0,-2.0,-4.0,4.0,-2.0,5.0,-6.9,-8.9,-5.0,-6.9,2.7,,2.28,4.36,0.20,0.20,-5.00,,2,1,3,3,5
Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,Rash,4.4,-3.7,-4.7,8.4,1.9,3.7,5.4,-0.9,12.1,5.6,4.7,0.9,5.6,13.1,6.5,4.7,0.9,5.6,13.1,6.5,-1.9,-5.6,-6.5,6.5,4.0,,1.26,5.19,6.17,6.17,-0.70,,4,3,1,1,5
Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,Hasty,5.6,11.1,7.4,11.1,-8.1,-11.1,2.8,-3.7,0.0,-19.3,-7.4,3.7,3.7,3.7,-15.6,-7.4,3.7,3.7,3.7,-15.6,8.1,19.3,15.6,19.3,7.6,,5.41,-6.26,-2.37,-2.37,13.96,,2,5,3,3,1
Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,Hasty,4.9,7.3,4.9,7.3,-5.4,-7.3,3.0,-2.4,0.0,-12.7,-4.9,2.4,3.7,2.4,-10.2,-4.9,2.4,3.7,2.4,-10.2,5.4,12.7,10.2,12.7,6.2,,3.80,-3.88,-1.32,-1.32,9.44,,2,5,3,3,1
Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,Hasty,5.0,7.5,3.3,7.5,-3.7,-7.5,3.1,-4.2,0.0,-11.2,-3.3,4.2,4.2,4.2,-7.0,-3.3,4.2,4.2,4.2,-7.0,3.7,11.2,7.0,11.2,5.9,,3.93,-3.94,0.43,0.43,7.78,,2,5,3,3,1
Zacian,Fairy, ,660,92,120,115,80,115,138,8,Jolly,4.5,0.8,6.1,0.8,-2.7,-0.8,4.4,5.3,0.0,-3.5,-6.1,-5.3,3.0,-5.3,-8.8,-6.1,-5.3,3.0,-5.3,-8.8,2.7,3.5,8.8,3.5,5.2,,1.88,1.08,-4.48,-4.48,4.74,,2,3,4,4,1
Zacian,Fairy,Steel,700,92,150,115,80,115,148,8,Adamant,5.4,5.0,10.0,5.0,0.3,-5.0,4.1,5.0,0.0,-4.7,-10.0,-5.0,2.9,-5.0,-9.7,-10.0,-5.0,2.9,-5.0,-9.7,-0.3,4.7,9.7,4.7,5.3,,5.13,-0.12,-5.37,-5.37,4.83,,1,3,4,4,2
